Date,Open,High,Low,Close,Adj Close,Volume
2021-02-12,0.824400,0.827541,0.824000,0.824300,0.824300,0
2021-02-15,0.825010,0.825260,0.823249,0.824940,0.824940,0
2021-02-16,0.824240,0.826730,0.821625,0.824253,0.824253,0
2021-02-17,0.827230,0.831560,0.826560,0.826960,0.826960,0
2021-02-18,0.830160,0.830820,0.827198,0.830013,0.830013,0
2021-02-19,0.827010,0.827609,0.823200,0.827000,0.827000,0
2021-02-22,0.824780,0.826980,0.822700,0.824650,0.824650,0
2021-02-23,0.821900,0.823940,0.821100,0.821909,0.821909,0
2021-02-24,0.822910,0.825675,0.821420,0.822900,0.822900,0
2021-02-25,0.821726,0.822600,0.816890,0.821600,0.821600,0
2021-02-26,0.822360,0.827010,0.820850,0.822340,0.822340,0
2021-03-01,0.827068,0.831260,0.826340,0.827160,0.827160,0
2021-03-02,0.829940,0.833750,0.827790,0.829800,0.829800,0
2021-03-03,0.827470,0.830240,0.825730,0.827440,0.827440,0
2021-03-04,0.829990,0.831600,0.828912,0.829830,0.829830,0
2021-03-05,0.835520,0.840480,0.835520,0.835580,0.835580,0
2021-03-08,0.838600,0.844000,0.838070,0.838530,0.838530,0
2021-03-09,0.843740,0.844870,0.839208,0.843760,0.843760,0
2021-03-10,0.840570,0.842460,0.838570,0.840484,0.840484,0
2021-03-11,0.838400,0.839130,0.834880,0.838500,0.838500,0
2021-03-12,0.834610,0.839590,0.834000,0.834300,0.834300,0
2021-03-15,0.836740,0.839500,0.835740,0.836820,0.836820,0
2021-03-16,0.838410,0.841440,0.836610,0.838520,0.838520,0
2021-03-17,0.840188,0.841210,0.839067,0.840220,0.840220,0
2021-03-18,0.834680,0.839620,0.833959,0.834530,0.834530,0
2021-03-19,0.839090,0.842110,0.837700,0.839050,0.839050,0
2021-03-22,0.841430,0.842030,0.837700,0.841530,0.841530,0
2021-03-23,0.837990,0.842860,0.837300,0.838010,0.838010,0
2021-03-24,0.844510,0.846500,0.843800,0.844580,0.844580,0
2021-03-25,0.846470,0.849240,0.845300,0.846520,0.846520,0
2021-03-26,0.849180,0.849430,0.847170,0.849140,0.849140,0
2021-03-29,0.848349,0.850210,0.847920,0.848320,0.848320,0
2021-03-30,0.849680,0.853740,0.849200,0.849545,0.849545,0
2021-03-31,0.853000,0.854370,0.850440,0.852980,0.852980,0
2021-04-01,0.852590,0.853620,0.849200,0.852600,0.852600,0
2021-04-02,0.849060,0.850960,0.848392,0.848900,0.848900,0
2021-04-05,0.849880,0.851830,0.846300,0.849750,0.849750,0
2021-04-06,0.846090,0.847710,0.843500,0.846100,0.846100,0
2021-04-07,0.842070,0.842790,0.839300,0.842160,0.842160,0
2021-04-08,0.842320,0.843040,0.839290,0.842200,0.842200,0
2021-04-09,0.839230,0.842560,0.838700,0.839230,0.839230,0
2021-04-12,0.840590,0.842220,0.838900,0.840300,0.840300,0
2021-04-13,0.839480,0.841446,0.836600,0.839300,0.839300,0
2021-04-14,0.836300,0.836690,0.834590,0.836530,0.836530,0
2021-04-15,0.834560,0.836270,0.833810,0.834300,0.834300,0
2021-04-16,0.835370,0.836757,0.833700,0.835300,0.835300,0
2021-04-19,0.835540,0.837280,0.830000,0.835460,0.835460,0
2021-04-20,0.830300,0.831340,0.827700,0.830200,0.830200,0
2021-04-21,0.831080,0.833333,0.830200,0.831090,0.831090,0
2021-04-22,0.830690,0.833060,0.828500,0.830720,0.830720,0
2021-04-23,0.832090,0.832370,0.827952,0.832310,0.832310,0
2021-04-26,0.827160,0.828930,0.825200,0.827140,0.827140,0
2021-04-27,0.827869,0.829330,0.827000,0.827700,0.827700,0
2021-04-28,0.827230,0.829350,0.826300,0.827109,0.827109,0
2021-04-29,0.824010,0.826160,0.822900,0.824000,0.824000,0
2021-04-30,0.824750,0.831620,0.824500,0.824600,0.824600,0
2021-05-03,0.831500,0.832300,0.827952,0.831410,0.831410,0
2021-05-04,0.829200,0.833330,0.828981,0.829100,0.829100,0
2021-05-05,0.832200,0.834220,0.831300,0.832290,0.832290,0
2021-05-06,0.832700,0.833750,0.828500,0.832780,0.832780,0
2021-05-07,0.828780,0.829640,0.822000,0.828600,0.828600,0
2021-05-10,0.821860,0.823900,0.821200,0.821620,0.821620,0
2021-05-11,0.823580,0.824710,0.821040,0.823660,0.823660,0
2021-05-12,0.823350,0.828630,0.823000,0.823418,0.823418,0
2021-05-13,0.828030,0.829660,0.826000,0.827917,0.827917,0
2021-05-14,0.827800,0.828400,0.823200,0.828000,0.828000,0
2021-05-17,0.823210,0.824570,0.821693,0.823020,0.823020,0
2021-05-18,0.822690,0.822770,0.817500,0.822580,0.822580,0
2021-05-19,0.817900,0.820220,0.816460,0.818063,0.818063,0
2021-05-20,0.821500,0.821630,0.817728,0.821500,0.821500,0
2021-05-21,0.817800,0.821440,0.816860,0.817970,0.817970,0
2021-05-24,0.820940,0.821300,0.817700,0.820800,0.820800,0
2021-05-25,0.818700,0.818840,0.815195,0.818690,0.818690,0
2021-05-26,0.816400,0.819670,0.815328,0.816387,0.816387,0
2021-05-27,0.820320,0.821310,0.818532,0.820170,0.820170,0
2021-05-28,0.820160,0.824170,0.819600,0.820130,0.820130,0
2021-05-31,0.820340,0.820740,0.817400,0.820340,0.820340,0
2021-06-01,0.817390,0.818690,0.816050,0.817470,0.817470,0
2021-06-02,0.818460,0.821980,0.817700,0.818480,0.818480,0
2021-06-03,0.818900,0.825021,0.818600,0.819010,0.819010,0
2021-06-04,0.824382,0.826070,0.820500,0.824198,0.824198,0
2021-06-07,0.821980,0.823380,0.819538,0.821800,0.821800,0
2021-06-08,0.820370,0.821920,0.819900,0.820100,0.820100,0
2021-06-09,0.821570,0.821570,0.818398,0.821500,0.821500,0
2021-06-10,0.821200,0.823360,0.820200,0.820883,0.820883,0
2021-06-11,0.821480,0.826788,0.820008,0.821520,0.821520,0
2021-06-14,0.825710,0.826770,0.824300,0.825750,0.825750,0
2021-06-15,0.824800,0.826250,0.823100,0.824930,0.824930,0
2021-06-16,0.824710,0.825740,0.824063,0.824600,0.824600,0
2021-06-17,0.833900,0.839840,0.832800,0.833640,0.833640,0
2021-06-18,0.839400,0.843800,0.838400,0.839390,0.839390,0
2021-06-21,0.842530,0.843970,0.838890,0.842200,0.842200,0
2021-06-22,0.839520,0.841580,0.839100,0.839450,0.839450,0
2021-06-23,0.837700,0.839220,0.835422,0.837750,0.837750,0
2021-06-24,0.838110,0.838930,0.836350,0.838000,0.838000,0
2021-06-25,0.838370,0.838370,0.835110,0.838200,0.838200,0
2021-06-28,0.837370,0.840010,0.837100,0.837370,0.837370,0
2021-06-29,0.838200,0.841720,0.838200,0.838300,0.838300,0
2021-06-30,0.840340,0.844180,0.839600,0.840200,0.840200,0
2021-07-01,0.843500,0.844730,0.841468,0.843400,0.843400,0
2021-07-02,0.844090,0.846070,0.843100,0.844150,0.844150,0
2021-07-05,0.843460,0.843739,0.841609,0.843440,0.843440,0
2021-07-06,0.843064,0.846382,0.840600,0.842900,0.842900,0
2021-07-07,0.846000,0.848720,0.844500,0.845700,0.845700,0
2021-07-08,0.847920,0.848590,0.842720,0.847932,0.847932,0
2021-07-09,0.844100,0.845650,0.842130,0.844024,0.844024,0
2021-07-12,0.842200,0.844830,0.841600,0.842250,0.842250,0
2021-07-13,0.842820,0.847930,0.841900,0.842800,0.842800,0
2021-07-14,0.849300,0.849430,0.845451,0.849230,0.849230,0
2021-07-15,0.845070,0.847030,0.843800,0.845070,0.845070,0
2021-07-16,0.846520,0.847889,0.845809,0.846610,0.846610,0
2021-07-19,0.846630,0.850030,0.845790,0.846453,0.846453,0
2021-07-20,0.848000,0.850550,0.847170,0.847900,0.847900,0
2021-07-21,0.848500,0.850800,0.847260,0.848600,0.848600,0
2021-07-22,0.847800,0.849860,0.845320,0.847980,0.847980,0
2021-07-23,0.849360,0.850630,0.848500,0.849420,0.849420,0
2021-07-26,0.849400,0.850010,0.846200,0.849370,0.849370,0
2021-07-27,0.847000,0.849490,0.844800,0.846900,0.846900,0
2021-07-28,0.845852,0.848480,0.845300,0.845800,0.845800,0
2021-07-29,0.844110,0.844470,0.840900,0.844170,0.844170,0
2021-07-30,0.840900,0.843490,0.839560,0.840831,0.840831,0
2021-08-02,0.842790,0.843200,0.840407,0.842670,0.842670,0
2021-08-03,0.842110,0.843480,0.840619,0.842130,0.842130,0
2021-08-04,0.842520,0.845000,0.840195,0.842500,0.842500,0
2021-08-05,0.844600,0.845320,0.843241,0.844780,0.844780,0
2021-08-06,0.845080,0.850600,0.844900,0.844900,0.844900,0
2021-08-09,0.851000,0.851660,0.849500,0.851100,0.851100,0
2021-08-10,0.851861,0.853920,0.851499,0.851900,0.851900,0
2021-08-11,0.853260,0.854230,0.851290,0.853000,0.853000,0
2021-08-12,0.851640,0.852870,0.850991,0.851651,0.851651,0
2021-08-13,0.852070,0.852440,0.847242,0.852060,0.852060,0
2021-08-16,0.847720,0.849760,0.847200,0.847840,0.847840,0
2021-08-17,0.848900,0.853930,0.848600,0.848900,0.848900,0
2021-08-18,0.854000,0.854930,0.852442,0.853990,0.853990,0
2021-08-19,0.854420,0.856990,0.854200,0.854460,0.854460,0
2021-08-20,0.856400,0.857270,0.855359,0.856414,0.856414,0
2021-08-23,0.854720,0.855022,0.851550,0.854880,0.854880,0
2021-08-24,0.851300,0.852650,0.849990,0.851460,0.851460,0
2021-08-25,0.850700,0.852620,0.850300,0.850840,0.850840,0
2021-08-26,0.849401,0.851220,0.848800,0.849300,0.849300,0
2021-08-27,0.850850,0.852080,0.847200,0.850600,0.850600,0
2021-08-30,0.847460,0.848570,0.846600,0.847529,0.847529,0
2021-08-31,0.847500,0.847710,0.844200,0.847680,0.847680,0
2021-09-01,0.846600,0.847810,0.843170,0.846720,0.846720,0
2021-09-02,0.844430,0.844966,0.842300,0.844530,0.844530,0
2021-09-03,0.842160,0.842590,0.839800,0.842000,0.842000,0
2021-09-06,0.841330,0.843380,0.841300,0.841330,0.841330,0
2021-09-07,0.842180,0.844716,0.841200,0.842100,0.842100,0
2021-09-08,0.844200,0.847230,0.843597,0.844340,0.844340,0
2021-09-09,0.846000,0.847020,0.844500,0.846088,0.846088,0
2021-09-10,0.845770,0.846070,0.843668,0.845600,0.845600,0
2021-09-13,0.846560,0.849574,0.846200,0.846600,0.846600,0
2021-09-14,0.846690,0.847314,0.844096,0.846600,0.846600,0
2021-09-15,0.847200,0.847386,0.845094,0.847100,0.847100,0
2021-09-16,0.846070,0.850940,0.845800,0.846024,0.846024,0
2021-09-17,0.849990,0.852540,0.848200,0.849800,0.849800,0
2021-09-20,0.852600,0.854660,0.852000,0.852520,0.852520,0
2021-09-21,0.852830,0.853540,0.851140,0.852500,0.852500,0
2021-09-22,0.852800,0.853450,0.851460,0.853030,0.853030,0
2021-09-23,0.855510,0.855857,0.850991,0.855600,0.855600,0
2021-09-24,0.851660,0.854580,0.851200,0.851770,0.851770,0
2021-09-27,0.853090,0.855680,0.852660,0.853020,0.853020,0
2021-09-28,0.854990,0.856900,0.854263,0.854935,0.854935,0
2021-09-29,0.855660,0.861320,0.855286,0.855700,0.855700,0
2021-09-30,0.861900,0.864300,0.861200,0.861950,0.861950,0
2021-10-01,0.863990,0.864760,0.861401,0.863970,0.863970,0
2021-10-04,0.861530,0.862920,0.859100,0.861530,0.861530,0
2021-10-05,0.860840,0.863330,0.860400,0.860700,0.860700,0
2021-10-06,0.862430,0.867290,0.862100,0.862360,0.862360,0
2021-10-07,0.865400,0.865850,0.864200,0.865400,0.865400,0
2021-10-08,0.865110,0.866360,0.863280,0.865070,0.865070,0
2021-10-11,0.864610,0.865580,0.863000,0.864600,0.864600,0
2021-10-12,null,null,null,null,null,null
2021-10-13,0.867230,0.867260,0.863632,0.867000,0.867000,0
2021-10-14,0.862100,0.863210,0.860215,0.862100,0.862100,0
2021-10-15,0.862760,0.862900,0.860600,0.862700,0.862700,0
